# Time,Signal
57.1818,0.9735
57.2020,0.6260
57.2222,4.4739
57.2424,0.7491
57.2626,0.5252
57.2828,2.1275
57.3030,1.2066
57.3232,2.2555
57.3434,3.3155
57.3636,0.1912
57.3838,3.9411
57.4040,2.6780
57.4242,3.4948
57.4444,1.2136
57.4646,2.5458
57.4848,0.6399
57.5051,4.2201
57.5253,0.4661
57.5455,2.3291
57.5657,0.6519
57.5859,1.5530
57.6061,3.1618
57.6263,0.9947
57.6465,1.4961
57.6667,2.8971
57.6869,2.0599
57.7071,1.6583
57.7273,3.9423
57.7475,2.8413
57.7677,4.0221
57.7879,2.4761
57.8081,3.7451
57.8283,0.7685
57.8485,0.0133
57.8687,0.7424
57.8889,0.3006
57.9091,1.7924
57.9293,2.8294
57.9495,4.2608
57.9697,2.9829
57.9899,1.8542
58.0101,0.5482
58.0303,4.0775
58.0505,3.8745
58.0707,4.1615
58.0909,3.1792
58.1111,-0.1701
58.1313,-0.1910
58.1515,1.3558
58.1717,-0.1441
58.1919,3.7158
58.2121,2.9388
58.2323,-0.5449
58.2525,0.0993
58.2727,-0.7962
58.2929,0.4652
58.3131,0.9977
58.3333,0.9120
58.3535,2.0633
58.3737,-0.5048
58.3939,2.9251
58.4141,-0.0655
58.4343,0.0169
58.4545,0.0608
58.4747,2.5694
58.4949,3.9357
58.5152,3.3257
58.5354,1.2514
58.5556,3.1991
58.5758,0.1435
58.5960,0.7806
58.6162,-0.4742
58.6364,0.1762
58.6566,-0.1829
58.6768,3.1819
58.6970,0.5399
58.7172,2.4059
58.7374,-0.4390
58.7576,1.1511
58.7778,1.3438
58.7980,-0.6611
58.8182,-0.9308
58.8384,3.0168
58.8586,1.3546
58.8788,1.0103
58.8990,3.2961
58.9192,0.1402
58.9394,1.3284
58.9596,-0.7452
58.9798,-0.4226
59.0000,2.8221
59.0202,1.4610
59.0404,0.2730
59.0606,0.2613
59.0808,2.2799
59.1010,-0.3081
59.1212,0.3770
59.1414,3.2889
59.1616,1.9367
59.1818,-0.5121
59.2020,2.5483
59.2222,1.4218
59.2424,0.8683
59.2626,2.6466
59.2828,-0.7040
59.3030,1.7835
59.3232,3.8614
59.3434,4.1982
59.3636,0.3760
59.3838,2.1840
59.4040,4.3163
59.4242,2.3734
59.4444,2.5401
59.4646,0.7743
59.4848,1.6106
59.5051,2.1354
59.5253,-0.0093
59.5455,4.2693
59.5657,2.6143
59.5859,2.0555
59.6061,4.3749
59.6263,2.8999
59.6465,2.3029
59.6667,3.0546
59.6869,4.1320
59.7071,4.4134
59.7273,2.0084
59.7475,1.2623
59.7677,2.9159
59.7879,2.6390
59.8081,0.2723
59.8283,2.4345
59.8485,2.3626
59.8687,0.6694
59.8889,2.9622
59.9091,2.8361
59.9293,0.3572
59.9495,2.6524
59.9697,2.2229
59.9899,4.5529
60.0101,4.6417
60.0303,2.7598
60.0505,0.4000
60.0707,2.2292
60.0909,0.4381
60.1111,4.0781
60.1313,3.3626
60.1515,3.6725
60.1717,4.7174
60.1919,3.4935
60.2121,0.7280
60.2323,0.9732
60.2525,4.4569
60.2727,3.4355
60.2929,2.3302
60.3131,2.8340
60.3333,2.7616
60.3535,4.7647
60.3737,2.4664
60.3939,3.5522
60.4141,3.0018
60.4343,1.7043
60.4545,3.0076
60.4747,1.0057
60.4949,1.2731
60.5152,2.0508
60.5354,2.6413
60.5556,1.7730
60.5758,3.2481
60.5960,4.6131
60.6162,0.9904
60.6364,1.8926
60.6566,3.5844
60.6768,4.6863
60.6970,1.2430
60.7172,2.2816
60.7374,2.8951
60.7576,3.1693
60.7778,5.1279
60.7980,2.9403
60.8182,5.1538
60.8384,4.9654
60.8586,1.6993
60.8788,5.5958
60.8990,1.8664
60.9192,4.9540
60.9394,4.8299
60.9596,3.4965
60.9798,5.5826
61.0000,2.1477
61.0202,5.6862
61.0404,1.4573
61.0606,2.2104
61.0808,4.8376
61.1010,2.5188
61.1212,4.0620
61.1414,1.8088
61.1616,2.2310
61.1818,3.1460
61.2020,1.1722
61.2222,5.0392
61.2424,5.8604
61.2626,4.0653
61.2828,4.7594
61.3030,4.9102
61.3232,5.2843
61.3434,4.7765
61.3636,2.0922
61.3838,2.1294
61.4040,5.3415
61.4242,2.8460
61.4444,4.3814
61.4646,1.2977
61.4848,5.7667
61.5051,2.5230
61.5253,4.8796
61.5455,4.5058
61.5657,5.2160
61.5859,4.0967
61.6061,3.2244
61.6263,1.9979
61.6465,3.6022
61.6667,2.2796
61.6869,3.0202
61.7071,4.3939
61.7273,1.1287
61.7475,5.3999
61.7677,5.3801
61.7879,4.5935
61.8081,3.9083
61.8283,4.3583
61.8485,0.6981
61.8687,2.6736
61.8889,4.1841
61.9091,3.3139
61.9293,4.0651
61.9495,3.4016
61.9697,2.6625
61.9899,1.3237
62.0101,5.2403
62.0303,1.6736
62.0505,2.7972
62.0707,1.8802
62.0909,4.2578
62.1111,3.3338
62.1313,1.5196
62.1515,1.2350
62.1717,2.6935
62.1919,4.0990
62.2121,3.2383
62.2323,2.7291
62.2525,2.2262
62.2727,1.0450
62.2929,2.4977
62.3131,0.8827
62.3333,1.7078
62.3535,5.0269
62.3737,3.9105
62.3939,3.3915
62.4141,3.1149
62.4343,2.9528
62.4545,2.7304
62.4747,3.7757
62.4949,5.2339
62.5152,1.3271
62.5354,1.9112
62.5556,2.6899
62.5758,3.0801
62.5960,5.8274
62.6162,4.3962
62.6364,5.6494
62.6566,1.9661
62.6768,3.0997
62.6970,4.5832
62.7172,5.8862
62.7374,1.9515
62.7576,3.4110
62.7778,5.0465
62.7980,2.7843
62.8182,5.9698
62.8384,4.6163
62.8586,3.9582
62.8788,3.1560
62.8990,4.6406
62.9192,4.1281
62.9394,3.4625
62.9596,3.4097
62.9798,5.5775
63.0000,4.0110
63.0202,3.8022
63.0404,1.6162
63.0606,3.2043
63.0808,6.4061
63.1010,3.6602
63.1212,4.6206
63.1414,4.6656
63.1616,3.5480
63.1818,2.4194
63.2020,1.8889
63.2222,1.9860
63.2424,4.6004
63.2626,3.0672
63.2828,3.8747
63.3030,5.1662
63.3232,5.3881
63.3434,1.9373
63.3636,3.2991
63.3838,3.2802
63.4040,3.1220
63.4242,5.3614
63.4444,2.7513
63.4646,5.9340
63.4848,5.8208
63.5051,6.2199
63.5253,2.6403
63.5455,4.1952
63.5657,2.8832
63.5859,4.1677
63.6061,2.1937
63.6263,1.5254
63.6465,5.5184
63.6667,1.5604
63.6869,5.2137
63.7071,4.9695
63.7273,2.6557
63.7475,1.7289
63.7677,4.0992
63.7879,4.1293
63.8081,3.3222
63.8283,2.7438
63.8485,4.0726
63.8687,4.3291
63.8889,5.5982
63.9091,3.6588
63.9293,4.0731
63.9495,5.5183
63.9697,1.9724
63.9899,4.4859
64.0101,3.0733
64.0303,4.7420
64.0505,2.2434
64.0707,5.0657
64.0909,1.9297
64.1111,4.5320
64.1313,3.6078
64.1515,5.1588
64.1717,5.5574
64.1919,3.3516
64.2121,0.9603
64.2323,4.1080
64.2525,5.6922
64.2727,1.9566
64.2929,4.8494
64.3131,2.2295
64.3333,5.6114
64.3535,1.9925
64.3737,1.6607
64.3939,0.7067
64.4141,3.9898
64.4343,2.0603
64.4545,1.2886
64.4747,2.4050
64.4949,3.4655
64.5152,2.9186
64.5354,4.5401
64.5556,3.1558
64.5758,1.3317
64.5960,4.6925
64.6162,4.6114
64.6364,1.6221
64.6566,3.0283
64.6768,4.2436
64.6970,0.0884
64.7172,0.3718
64.7374,2.4817
64.7576,2.3871
64.7778,0.6699
64.7980,0.6813
64.8182,0.8858
64.8384,4.1835
64.8586,3.4942
64.8788,4.7207
64.8990,0.3535
64.9192,2.2909
64.9394,2.0415
64.9596,1.5035
64.9798,1.0184
65.0000,-0.0354
65.0202,1.6192
65.0404,3.2535
65.0606,4.3935
65.0808,0.3448
65.1010,1.8557
65.1212,4.2903
65.1414,1.2191
65.1616,3.6800
65.1818,4.4195
65.2020,2.3076
65.2222,0.2675
65.2424,1.7383
65.2626,2.9553
65.2828,-0.0321
65.3030,3.7398
65.3232,4.1908
65.3434,2.8341
65.3636,-0.3082
65.3838,3.5274
65.4040,2.4436
65.4242,3.3324
65.4444,0.6072
65.4646,2.2983
65.4848,1.9975
65.5051,0.6341
65.5253,4.3365
65.5455,3.6884
65.5657,2.8452
65.5859,2.0569
65.6061,0.4627
65.6263,3.8319
65.6465,0.0985
65.6667,1.3794
65.6869,1.0307
65.7071,0.5222
65.7273,1.8296
65.7475,3.3948
65.7677,3.6919
65.7879,1.3317
65.8081,2.2184
65.8283,4.4719
65.8485,1.7132
65.8687,3.8661
65.8889,1.5905
65.9091,4.0443
65.9293,2.4023
65.9495,3.3935
65.9697,0.5168
65.9899,4.3175
66.0101,3.8807
66.0303,2.5978
66.0505,2.1402
66.0707,2.3974
66.0909,1.8518
66.1111,0.5335
66.1313,4.5687
66.1515,4.0779
66.1717,4.4873
66.1919,0.5926
66.2121,2.3477
66.2323,0.2892
66.2525,1.3715
66.2727,0.7885
66.2929,3.9388
66.3131,0.9788
66.3333,3.1780
66.3535,1.2254
66.3737,2.6157
66.3939,2.8699
66.4141,1.4692
66.4343,3.3434
66.4545,4.4681
66.4747,2.5128
66.4949,4.8049
66.5152,1.2749
66.5354,0.7616
66.5556,0.0652
66.5758,0.7465
66.5960,4.7268
66.6162,1.4368
66.6364,4.0242
66.6566,2.9632
66.6768,2.6053
66.6970,3.5093
66.7172,1.0368
66.7374,2.3204
66.7576,4.1814
66.7778,1.4817
66.7980,0.2785
66.8182,2.1287
66.8384,1.3789
66.8586,0.4508
66.8788,4.4483
66.8990,3.9972
66.9192,2.4593
66.9394,0.2166
66.9596,4.4488
66.9798,0.8803
67.0000,-0.1427
67.0202,0.6183
67.0404,1.7974
67.0606,2.8770
67.0808,1.2621
67.1010,1.2814
67.1212,0.4665
67.1414,4.1639
67.1616,1.8108
67.1818,3.9449
67.2020,3.1546
67.2222,0.9893
67.2424,0.1760
67.2626,1.6258
67.2828,2.9349
67.3030,0.0426
67.3232,3.0456
67.3434,3.2299
67.3636,4.2875
67.3838,-0.3810
67.4040,3.1631
67.4242,3.1504
67.4444,0.6276
67.4646,-0.5155
67.4848,3.8014
67.5051,0.9559
67.5253,3.9556
67.5455,-0.3236
67.5657,1.2323
67.5859,0.8728
67.6061,1.6278
67.6263,2.0874
67.6465,3.9020
67.6667,0.4980
67.6869,-0.7643
67.7071,4.0274
67.7273,1.9197
67.7475,0.6901
67.7677,0.6198
67.7879,-0.4894
67.8081,1.2761
67.8283,-0.7593
67.8485,1.8513
67.8687,-0.3215
67.8889,2.9602
67.9091,3.5659
67.9293,-0.8630
67.9495,2.7170
67.9697,2.6690
67.9899,-0.1705
68.0101,-0.1992
68.0303,-0.2754
68.0505,2.6490
68.0707,3.5148
68.0909,-0.6882
68.1111,1.2575
68.1313,3.2777
68.1515,1.7486
68.1717,2.1089
68.1919,-1.0453
68.2121,0.8120
68.2323,3.2043
68.2525,3.2513
68.2727,1.9548
68.2929,-0.6929
68.3131,1.3872
68.3333,0.6917
68.3535,1.3171
68.3737,2.7084
68.3939,3.7478
68.4141,0.8110
68.4343,1.4859
68.4545,0.5690
68.4747,-0.3169
68.4949,1.6560
68.5152,0.4597
68.5354,3.4771
68.5556,0.1045
68.5758,3.1104
68.5960,0.3415
68.6162,2.4164
68.6364,-0.3998
68.6566,-0.7687
68.6768,0.8860
68.6970,2.3165
68.7172,2.1445
68.7374,0.4331
68.7576,-0.7561
68.7778,0.1666
68.7980,2.3224
68.8182,1.9845
68.8384,0.0610
68.8586,3.8428
68.8788,3.5927
68.8990,3.1011
68.9192,2.4707
68.9394,-0.0404
68.9596,0.5986
68.9798,3.0381
69.0000,4.0329
69.0202,1.7486
69.0404,2.7241
69.0606,0.2460
69.0808,3.7628
69.1010,0.6130
69.1212,-0.5338
69.1414,1.4842
69.1616,0.7303
69.1818,1.1673
69.2020,1.9612
69.2222,3.3840
69.2424,3.4792
69.2626,0.8080
69.2828,2.2967
69.3030,3.9952
69.3232,2.7361
69.3434,3.4656
69.3636,1.5463
69.3838,0.3431
69.4040,3.0988
69.4242,-0.0338
69.4444,2.3146
69.4646,0.4545
69.4848,-0.0901
69.5051,-0.3624
69.5253,2.6415
69.5455,3.0311
69.5657,2.7102
69.5859,3.8498
69.6061,2.3743
69.6263,0.9161
69.6465,3.7895
69.6667,-0.1116
69.6869,0.6419
69.7071,1.2547
69.7273,3.1322
69.7475,1.8622
69.7677,1.3858
69.7879,1.4555
69.8081,1.3293
69.8283,1.0291
69.8485,0.7654
69.8687,3.0951
69.8889,0.3315
69.9091,4.1946
69.9293,1.5111
69.9495,3.5345
69.9697,3.8211
69.9899,0.1586
70.0101,-0.1128
70.0303,1.6709
70.0505,-0.1379
70.0707,2.5665
70.0909,3.1623
70.1111,0.6207
70.1313,3.0974
70.1515,2.4775
70.1717,2.2389
70.1919,-0.1709
70.2121,3.7439
70.2323,2.8201
70.2525,2.0668
70.2727,0.8312
70.2929,0.2461
70.3131,4.5122
70.3333,4.2966
70.3535,3.5044
70.3737,2.0676
70.3939,0.2903
70.4141,2.9696
70.4343,4.3759
70.4545,1.0494
70.4747,3.4751
70.4949,0.6275
70.5152,1.3887
70.5354,0.5067
70.5556,0.9181
70.5758,1.7235
70.5960,2.3413
70.6162,1.3625
70.6364,2.2414
70.6566,0.0252
70.6768,2.5726
70.6970,-0.3058
70.7172,2.6929
70.7374,1.7287
70.7576,1.9178
70.7778,4.0591
70.7980,0.0891
70.8182,2.7961
70.8384,1.5493
70.8586,0.2355
70.8788,-0.5761
70.8990,3.7054
70.9192,-0.3547
70.9394,3.9522
70.9596,0.6161
70.9798,1.6924
71.0000,1.8610
71.0202,3.1351
71.0404,2.3858
71.0606,3.9597
71.0808,0.8537
71.1010,1.1113
71.1212,3.3546
71.1414,2.2675
71.1616,-0.4086
71.1818,3.5211
71.2020,-0.9222
71.2222,1.1012
71.2424,1.5374
71.2626,2.1469
71.2828,3.7908
71.3030,-1.0687
71.3232,-0.2444
71.3434,1.5581
71.3636,2.0378
71.3838,3.7843
71.4040,2.6426
71.4242,3.6368
71.4444,3.2376
71.4646,0.9264
71.4848,0.5544
71.5051,-0.6900
71.5253,-0.9723
71.5455,3.2698
71.5657,0.1590
71.5859,3.0269
71.6061,2.3670
71.6263,2.9116
71.6465,0.1514
71.6667,1.7440
71.6869,2.4434
71.7071,-0.4629
71.7273,0.3666
71.7475,3.1993
71.7677,1.2043
71.7879,2.5857
71.8081,-0.5932
71.8283,3.5633
71.8485,-0.1020
71.8687,2.2890
71.8889,0.8905
71.9091,3.3176
71.9293,0.6608
71.9495,4.0856
71.9697,1.8372
71.9899,3.8021
72.0101,3.8404
72.0303,1.9268
72.0505,1.4738
72.0707,2.0199
72.0909,-0.1095
72.1111,-0.1354
72.1313,3.4739
72.1515,1.9305
72.1717,0.9123
72.1919,3.3311
72.2121,4.6120
72.2323,3.8657
72.2525,4.3670
72.2727,4.4608
72.2929,1.2099
72.3131,3.1622
72.3333,4.0159
72.3535,4.0335
72.3737,4.7658
72.3939,3.9127
72.4141,3.6638
72.4343,0.4286
72.4545,3.9900
72.4747,2.6786
72.4949,1.0766
72.5152,0.6966
72.5354,1.1105
72.5556,0.8511
72.5758,5.1086
72.5960,0.3417
72.6162,1.4328
72.6364,4.2068
72.6566,3.4851
72.6768,0.6444
72.6970,4.1072
72.7172,1.8771
72.7374,1.7258
72.7576,2.8743
72.7778,3.2774
72.7980,3.4874
72.8182,3.0863
72.8384,5.1744
72.8586,5.0221
72.8788,2.9949
72.8990,3.9829
72.9192,1.7452
72.9394,3.5667
72.9596,5.2746
72.9798,4.4570
73.0000,1.3214
73.0202,3.0869
73.0404,3.8199
73.0606,5.1748
73.0808,4.3712
73.1010,1.2974
73.1212,4.8922
73.1414,2.4020
73.1616,3.8202
73.1818,3.9569
73.2020,2.1015
73.2222,2.2823
73.2424,3.9382
73.2626,4.9562
73.2828,2.8529
73.3030,5.4157
73.3232,2.7283
73.3434,4.8869
73.3636,2.1791
73.3838,2.6109
73.4040,5.1773
73.4242,1.6628
73.4444,3.6959
73.4646,5.7238
73.4848,5.5553
73.5051,3.6338
73.5253,2.5213
73.5455,4.8920
73.5657,5.2631
73.5859,5.8170
73.6061,1.3409
73.6263,5.6623
73.6465,1.6204
73.6667,2.1684
73.6869,2.5760
73.7071,1.1001
73.7273,5.0282
73.7475,1.4360
73.7677,2.6361
73.7879,3.9100
73.8081,2.1663
73.8283,4.2011
73.8485,5.2439
73.8687,4.1066
73.8889,2.0639
73.9091,4.3141
73.9293,4.7096
73.9495,5.4662
73.9697,3.4475
73.9899,2.3893
74.0101,2.4664
74.0303,4.2935
74.0505,2.1177
74.0707,3.1227
74.0909,1.0064
74.1111,3.6998
74.1313,2.3540
74.1515,3.8740
74.1717,2.9294
74.1919,4.4813
74.2121,4.6098
74.2323,5.2794
74.2525,3.2747
74.2727,2.4309
74.2929,1.7298
74.3131,3.0864
74.3333,4.8454
74.3535,4.5195
74.3737,3.7471
74.3939,3.3998
74.4141,5.2640
74.4343,4.2322
74.4545,2.8720
74.4747,1.8471
74.4949,2.4397
74.5152,2.6970
74.5354,1.4723
74.5556,3.6081
74.5758,2.9325
74.5960,1.3252
74.6162,3.0474
74.6364,3.4659
74.6566,2.9352
74.6768,1.4925
74.6970,4.9993
74.7172,5.4366
74.7374,2.7434
74.7576,3.3484
74.7778,4.3062
74.7980,4.5053
74.8182,2.5543
74.8384,4.6968
74.8586,0.9880
74.8788,4.9822
74.8990,4.7848
74.9192,4.0611
74.9394,3.8464
74.9596,4.5255
74.9798,1.2821
75.0000,1.1135
75.0202,2.1876
75.0404,2.4422
75.0606,5.1168
75.0808,1.8711
75.1010,5.1434
75.1212,5.9275
75.1414,5.3780
75.1616,1.6461
75.1818,2.3623
75.2020,4.7489
75.2222,2.2759
75.2424,2.4852
75.2626,1.6621
75.2828,4.1495
75.3030,1.7861
75.3232,2.9727
75.3434,4.5431
75.3636,2.8252
75.3838,6.0462
75.4040,5.7988
75.4242,1.6273
75.4444,2.3684
75.4646,2.0463
75.4848,4.4211
75.5051,5.1942
75.5253,3.9310
75.5455,2.7100
75.5657,2.8948
75.5859,3.4787
75.6061,2.0630
75.6263,3.8412
75.6465,4.0458
75.6667,4.2950
75.6869,5.5552
75.7071,5.3669
75.7273,2.7150
75.7475,5.0318
75.7677,1.9946
75.7879,1.7028
75.8081,1.7505
75.8283,4.5085
75.8485,2.9439
75.8687,2.7316
75.8889,2.0624
75.9091,2.6532
75.9293,2.5729
75.9495,4.3083
75.9697,4.4668
75.9899,4.4766
76.0101,3.1136
76.0303,2.8304
76.0505,6.5611
76.0707,4.9326
76.0909,5.0806
76.1111,2.8217
76.1313,4.0782
76.1515,2.1052
76.1717,5.6371
76.1919,2.7681
76.2121,4.0160
76.2323,2.0329
76.2525,5.0411
76.2727,5.5010
76.2929,3.0555
76.3131,4.6946
76.3333,4.6241
76.3535,4.1281
76.3737,3.6753
76.3939,3.9572
76.4141,2.5345
76.4343,4.2286
76.4545,3.2869
76.4747,2.8061
76.4949,6.0025
76.5152,2.9738
76.5354,5.8515
76.5556,3.4982
76.5758,1.5794
76.5960,6.0709
76.6162,2.7491
76.6364,2.2776
76.6566,4.9964
76.6768,3.2988
76.6970,3.8677
76.7172,3.9299
76.7374,1.4227
76.7576,0.9966
76.7778,2.1561
76.7980,1.6131
76.8182,2.8630
76.8384,4.9569
76.8586,3.9554
76.8788,4.9516
76.8990,3.8320
76.9192,3.4999
76.9394,4.1924
76.9596,1.3542
76.9798,2.5150
77.0000,3.4214
77.0202,0.6224
77.0404,5.0957
77.0606,3.5892
77.0808,2.1623
77.1010,2.6288
77.1212,4.9902
77.1414,2.7555
77.1616,2.6602
77.1818,4.2484
77.2020,4.2206
77.2222,0.9062
77.2424,3.0843
77.2626,2.0221
77.2828,0.1564
77.3030,1.2891
77.3232,0.9587
77.3434,4.0284
77.3636,4.4383
77.3838,4.4391
77.4040,0.1581
77.4242,4.6636
77.4444,0.3573
77.4646,2.6928
77.4848,3.1617
77.5051,2.2740
77.5253,0.2919
77.5455,3.1457
77.5657,3.7903
77.5859,2.0329
77.6061,0.7283
77.6263,3.6842
77.6465,3.7905
77.6667,3.2235
77.6869,3.2363
77.7071,3.3179
77.7273,3.3570
77.7475,1.7727
77.7677,1.3452
77.7879,2.1551
77.8081,3.0910
77.8283,4.3252
77.8485,3.4987
77.8687,-0.1082
77.8889,3.9398
77.9091,0.3864
77.9293,0.0327
77.9495,0.4183
77.9697,-0.3759
77.9899,2.8924
78.0101,0.3814
78.0303,3.7263
78.0505,-0.4051
78.0707,1.1581
78.0909,1.1420
78.1111,1.7795
78.1313,4.4240
78.1515,0.1857
78.1717,1.6369
78.1919,1.6058
78.2121,0.1518
78.2323,3.3486
78.2525,1.7019
78.2727,3.5174
78.2929,2.3203
78.3131,1.7827
78.3333,0.0809
78.3535,2.8431
78.3737,-0.1904
78.3939,3.9584
78.4141,0.2289
78.4343,4.5046
78.4545,2.4875
78.4747,3.2103
78.4949,2.4992
78.5152,4.5143
78.5354,3.4835
78.5556,3.0126
78.5758,0.4318
78.5960,3.0886
78.6162,3.9442
78.6364,1.4003
78.6566,0.8288
78.6768,1.1496
78.6970,-0.0423
78.7172,1.4718
78.7374,1.1102
78.7576,0.2582
78.7778,3.8572
78.7980,3.2152
78.8182,1.5374
78.8384,1.1231
78.8586,0.8345
78.8788,4.1714
78.8990,2.9802
78.9192,4.6277
78.9394,0.3002
78.9596,0.7722
78.9798,2.5472
79.0000,4.7031
79.0202,1.1895
79.0404,4.1946
79.0606,2.1942
79.0808,1.8878
79.1010,-0.0231
79.1212,0.8207
79.1414,1.8538
79.1616,4.6003
79.1818,4.3494
79.2020,0.7916
79.2222,2.2067
79.2424,2.8022
79.2626,1.0964
79.2828,0.7554
79.3030,2.1888
79.3232,1.6920
79.3434,2.1834
79.3636,-0.0298
79.3838,4.3577
79.4040,4.1535
79.4242,3.3138
79.4444,2.4887
79.4646,4.5297
79.4848,2.8814
79.5051,3.5927
79.5253,0.1905
79.5455,-0.0518
79.5657,1.6296
79.5859,1.9162
79.6061,1.0674
79.6263,0.8807
79.6465,0.4736
79.6667,1.9427
79.6869,4.3565
79.7071,0.3572
79.7273,0.8002
79.7475,0.4855
79.7677,0.0405
79.7879,-0.0995
79.8081,1.8979
79.8283,1.4199
79.8485,0.3345
79.8687,0.8179
79.8889,1.8350
79.9091,-0.1037
79.9293,0.6111
79.9495,1.1965
79.9697,0.2627
79.9899,3.7677
80.0101,3.7968
80.0303,3.8621
80.0505,2.0934
80.0707,2.2932
80.0909,2.6090
80.1111,-0.4308
80.1313,4.1775
80.1515,3.7380
80.1717,2.1317
80.1919,2.2473
80.2121,0.4578
80.2323,2.4950
80.2525,4.0452
80.2727,3.3176
80.2929,1.2346
80.3131,-0.6392
80.3333,0.0669
80.3535,2.8744
80.3737,1.2608
80.3939,1.5928
80.4141,1.1353
80.4343,-0.1942
80.4545,-0.3778
80.4747,-0.3715
80.4949,2.7551
80.5152,3.3409
80.5354,3.5446
80.5556,1.4302
80.5758,-0.9693
80.5960,1.3166
80.6162,-0.0014
80.6364,3.4837
80.6566,3.6109
80.6768,-0.2928
80.6970,0.7734
80.7172,0.7026
80.7374,1.7042
80.7576,1.6697
80.7778,3.1809
80.7980,2.2667
80.8182,1.7233
80.8384,0.6111
80.8586,1.4915
80.8788,2.9827
80.8990,0.9788
80.9192,3.6676
80.9394,-0.0804
80.9596,2.6297
80.9798,2.5458
81.0000,1.0782
81.0202,0.2073
81.0404,2.6661
81.0606,2.8727
81.0808,-0.3935
81.1010,-0.5042
81.1212,0.0309
81.1414,0.3739
81.1616,3.4320
81.1818,3.3277
81.2020,0.8546
81.2222,0.1652
81.2424,-0.7238
81.2626,-0.7465
81.2828,3.3210
81.3030,3.4414
81.3232,1.0065
81.3434,-0.6179
81.3636,2.5747
81.3838,2.3454
81.4040,-0.6682
81.4242,1.1897
81.4444,1.7848
81.4646,4.0800
81.4848,3.1483
81.5051,-0.6438
81.5253,3.7196
81.5455,-0.3558
81.5657,2.3661
81.5859,2.4236
81.6061,2.1912
81.6263,1.0272
81.6465,2.5029
81.6667,-0.0846
81.6869,4.0224
81.7071,2.6562
81.7273,1.4892
81.7475,0.6625
81.7677,-0.5568
81.7879,2.6425
81.8081,1.4299
81.8283,0.6937
81.8485,0.9515
81.8687,-0.1697
81.8889,3.2693
81.9091,4.0675
81.9293,4.1648
81.9495,3.5604
81.9697,-0.0204
81.9899,0.8751
82.0101,2.1177
82.0303,0.8504
82.0505,4.6088
82.0707,0.4636
82.0909,2.8038
82.1111,3.6910
82.1313,2.4409
82.1515,1.6137
82.1717,0.1678
82.1919,3.1429
82.2121,1.6709
82.2323,3.2227
82.2525,0.5410
82.2727,2.2495
82.2929,2.8998
82.3131,1.8606
82.3333,3.4960
82.3535,2.5080
82.3737,1.6895
82.3939,1.3682
82.4141,-0.2369
82.4343,0.7047
82.4545,1.2539
82.4747,4.2857
82.4949,3.9453
82.5152,3.4811
82.5354,2.5177
82.5556,4.6757
82.5758,4.2118
82.5960,0.3395
82.6162,1.6593
82.6364,1.1963
82.6566,0.6895
82.6768,4.0349
82.6970,4.4616
82.7172,2.5392
82.7374,2.9662
82.7576,3.5236
82.7778,-0.2441
82.7980,1.3089
82.8182,2.5376
82.8384,3.5913
82.8586,4.4524
82.8788,0.4273
82.8990,2.5802
82.9192,3.1643
82.9394,0.5378
82.9596,0.4826
82.9798,3.9190
83.0000,2.1300
83.0202,2.4982
83.0404,0.0064
83.0606,1.4407
83.0808,3.6176
83.1010,0.0248
83.1212,3.8757
83.1414,4.0225
83.1616,4.1850
83.1818,3.6444
83.2020,0.1027
83.2222,3.7072
83.2424,-0.3686
83.2626,-0.1959
83.2828,1.5334
83.3030,3.8163
83.3232,0.7132
83.3434,1.2782
83.3636,3.9323
83.3838,1.5885
83.4040,-0.5249
83.4242,0.0176
83.4444,1.2588
83.4646,1.2996
83.4848,3.3796
83.5051,-0.1060
83.5253,0.2093
83.5455,-0.5656
83.5657,1.1493
83.5859,2.1156
83.6061,2.0205
83.6263,-0.5884
83.6465,-0.0744
83.6667,-0.5650
83.6869,-0.8336
83.7071,1.5028
83.7273,1.1291
83.7475,-0.2691
83.7677,-0.3369
83.7879,3.6878
83.8081,0.3267
83.8283,2.7457
83.8485,1.7458
83.8687,3.0464
83.8889,2.3692
83.9091,0.7134
83.9293,-0.7777
83.9495,1.1092
83.9697,3.0896
83.9899,2.1655
84.0101,3.7618
84.0303,3.7967
84.0505,0.5616
84.0707,1.3627
84.0909,2.7373
84.1111,0.4988
84.1313,-0.0835
84.1515,3.5910
84.1717,0.1644
84.1919,1.6063
84.2121,-0.6925
84.2323,3.9221
84.2525,0.6712
84.2727,1.7455
84.2929,0.3932
84.3131,2.7367
84.3333,0.2519
84.3535,3.4938
84.3737,3.8700
84.3939,2.0367
84.4141,2.9294
84.4343,1.1769
84.4545,0.9755
84.4747,3.7185
84.4949,2.4230
84.5152,3.4781
84.5354,-0.4768
84.5556,1.0310
84.5758,3.1061
84.5960,2.6353
84.6162,2.7304
84.6364,1.2154
84.6566,1.4676
84.6768,2.7145
84.6970,3.7014
84.7172,1.4224
84.7374,-0.1853
84.7576,1.0583
84.7778,0.5669
84.7980,4.1414
84.8182,2.0712
84.8384,1.1150
84.8586,0.4030
84.8788,4.4901
84.8990,1.6813
84.9192,1.5805
84.9394,3.6392
84.9596,3.9940
84.9798,1.6352
85.0000,4.5217
85.0202,3.4773
85.0404,3.7625
85.0606,2.5461
85.0808,4.1041
85.1010,1.3178
85.1212,1.9434
85.1414,3.8129
85.1616,1.8183
85.1818,5.2353
85.2020,1.5132
